id,name-form,type_1,type_2,link,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
2930,Whismur-Whismur,Normal,-,/pokedex/whismur,Whisper Pokémon,0.6,16.3,Soundproof,-,Rattled,190,48,Medium Slow,50% male,50% female,Field,Monster,20,64,51,23,51,23,28,240,https://img.pokemondb.net/artwork/large/whismur.jpg
2940,Loudred-Loudred,Normal,-,/pokedex/loudred,Big Voice Pokémon,1.0,40.5,Soundproof,-,Scrappy,120,126,Medium Slow,50% male,50% female,Field,Monster,20,84,71,43,71,43,48,360,https://img.pokemondb.net/artwork/large/loudred.jpg
2950,Exploud-Exploud,Normal,-,/pokedex/exploud,Loud Noise Pokémon,1.5,84.0,Soundproof,-,Scrappy,45,221,Medium Slow,50% male,50% female,Field,Monster,20,104,91,63,91,73,68,490,https://img.pokemondb.net/artwork/large/exploud.jpg
2960,Makuhita-Makuhita,Fighting,-,/pokedex/makuhita,Guts Pokémon,1.0,86.4,Thick Fat,Guts,Sheer Force,180,47,Fluctuating,75% male,25% female,Human-Like,—,20,72,60,30,20,30,25,237,https://img.pokemondb.net/artwork/large/makuhita.jpg
2970,Hariyama-Hariyama,Fighting,-,/pokedex/hariyama,Arm Thrust Pokémon,2.3,253.8,Thick Fat,Guts,Sheer Force,200,166,Fluctuating,75% male,25% female,Human-Like,—,20,144,120,60,40,60,50,474,https://img.pokemondb.net/artwork/large/hariyama.jpg
2980,Azurill-Azurill,Normal,Fairy,/pokedex/azurill,Polka Dot Pokémon,0.2,2.0,Thick Fat,Huge Power,Sap Sipper,150,38,Fast,25% male,75% female,Undiscovered,—,10,50,20,40,20,40,20,190,https://img.pokemondb.net/artwork/large/azurill.jpg
2990,Nosepass-Nosepass,Rock,-,/pokedex/nosepass,Compass Pokémon,1.0,97.0,Sturdy,Magnet Pull,Sand Force,255,75,Medium Fast,50% male,50% female,Mineral,—,20,30,45,135,45,90,30,375,https://img.pokemondb.net/artwork/large/nosepass.jpg
3000,Skitty-Skitty,Normal,-,/pokedex/skitty,Kitten Pokémon,0.6,11.0,Cute Charm,Normalize,Wonder Skin,255,52,Fast,25% male,75% female,Fairy,Field,15,50,45,45,35,35,50,260,https://img.pokemondb.net/artwork/large/skitty.jpg
3010,Delcatty-Delcatty,Normal,-,/pokedex/delcatty,Prim Pokémon,1.1,32.6,Cute Charm,Normalize,Wonder Skin,60,140,Fast,25% male,75% female,Fairy,Field,15,70,65,65,55,55,90,400,https://img.pokemondb.net/artwork/large/delcatty.jpg
3020,Sableye-Sableye,Dark,Ghost,/pokedex/sableye,Darkness Pokémon,0.5,11.0,Keen Eye,Stall,Prankster,45,133,Medium Slow,50% male,50% female,Human-Like,—,25,50,75,75,65,65,50,380,https://img.pokemondb.net/artwork/large/sableye.jpg
3021,Sableye-Mega Sableye,Dark,Ghost,/pokedex/sableye,Darkness Pokémon,0.5,161.0,Magic Bounce,-,-,45,168,Medium Slow,50% male,50% female,Human-Like,—,25,50,85,125,85,115,20,480,https://img.pokemondb.net/artwork/large/sableye-mega.jpg
3030,Mawile-Mawile,Steel,Fairy,/pokedex/mawile,Deceiver Pokémon,0.6,11.5,Hyper Cutter,Intimidate,Sheer Force,45,133,Fast,50% male,50% female,Fairy,Field,20,50,85,85,55,55,50,380,https://img.pokemondb.net/artwork/large/mawile.jpg
3031,Mawile-Mega Mawile,Steel,Fairy,/pokedex/mawile,Deceiver Pokémon,1.0,23.5,Huge Power,-,-,45,168,Fast,50% male,50% female,Fairy,Field,20,50,105,125,55,95,50,480,https://img.pokemondb.net/artwork/large/mawile-mega.jpg
3040,Aron-Aron,Steel,Rock,/pokedex/aron,Iron Armor Pokémon,0.4,60.0,Sturdy,Rock Head,Heavy Metal,180,66,Slow,50% male,50% female,Monster,—,35,50,70,100,40,40,30,330,https://img.pokemondb.net/artwork/large/aron.jpg
3050,Lairon-Lairon,Steel,Rock,/pokedex/lairon,Iron Armor Pokémon,0.9,120.0,Sturdy,Rock Head,Heavy Metal,90,151,Slow,50% male,50% female,Monster,—,35,60,90,140,50,50,40,430,https://img.pokemondb.net/artwork/large/lairon.jpg
3060,Aggron-Aggron,Steel,Rock,/pokedex/aggron,Iron Armor Pokémon,2.1,360.0,Sturdy,Rock Head,Heavy Metal,45,239,Slow,50% male,50% female,Monster,—,35,70,110,180,60,60,50,530,https://img.pokemondb.net/artwork/large/aggron.jpg
3061,Aggron-Mega Aggron,Steel,Rock,/pokedex/aggron,Iron Armor Pokémon,2.2,395.0,Filter,-,-,45,284,Slow,50% male,50% female,Monster,—,35,70,140,230,60,80,50,630,https://img.pokemondb.net/artwork/large/aggron-mega.jpg
3070,Meditite-Meditite,Fighting,Psychic,/pokedex/meditite,Meditate Pokémon,0.6,11.2,Pure Power,-,Telepathy,180,56,Medium Fast,50% male,50% female,Human-Like,—,20,30,40,55,40,55,60,280,https://img.pokemondb.net/artwork/large/meditite.jpg
3080,Medicham-Medicham,Fighting,Psychic,/pokedex/medicham,Meditate Pokémon,1.3,31.5,Pure Power,-,Telepathy,90,144,Medium Fast,50% male,50% female,Human-Like,—,20,60,60,75,60,75,80,410,https://img.pokemondb.net/artwork/large/medicham.jpg
3081,Medicham-Mega Medicham,Fighting,Psychic,/pokedex/medicham,Meditate Pokémon,1.3,31.5,Pure Power,-,-,90,179,Medium Fast,50% male,50% female,Human-Like,—,20,60,100,85,80,85,100,510,https://img.pokemondb.net/artwork/large/medicham-mega.jpg
3090,Electrike-Electrike,Electric,-,/pokedex/electrike,Lightning Pokémon,0.6,15.2,Static,Lightning Rod,Minus,120,59,Slow,50% male,50% female,Field,—,20,40,45,40,65,40,65,295,https://img.pokemondb.net/artwork/large/electrike.jpg
3100,Manectric-Manectric,Electric,-,/pokedex/manectric,Discharge Pokémon,1.5,40.2,Static,Lightning Rod,Minus,45,166,Slow,50% male,50% female,Field,—,20,70,75,60,105,60,105,475,https://img.pokemondb.net/artwork/large/manectric.jpg
3101,Manectric-Mega Manectric,Electric,-,/pokedex/manectric,Discharge Pokémon,1.8,44.0,Intimidate,-,-,45,201,Slow,50% male,50% female,Field,—,20,70,75,80,135,80,135,575,https://img.pokemondb.net/artwork/large/manectric-mega.jpg
3110,Plusle-Plusle,Electric,-,/pokedex/plusle,Cheering Pokémon,0.4,4.2,Plus,-,Lightning Rod,200,142,Medium Fast,50% male,50% female,Fairy,—,20,60,50,40,85,75,95,405,https://img.pokemondb.net/artwork/large/plusle.jpg
3120,Minun-Minun,Electric,-,/pokedex/minun,Cheering Pokémon,0.4,4.2,Minus,-,Volt Absorb,200,142,Medium Fast,50% male,50% female,Fairy,—,20,60,40,50,75,85,95,405,https://img.pokemondb.net/artwork/large/minun.jpg
3130,Volbeat-Volbeat,Bug,-,/pokedex/volbeat,Firefly Pokémon,0.7,17.7,Illuminate,Swarm,Prankster,150,151,Erratic,100% male,0% female,Bug,Human-Like,15,65,73,75,47,85,85,430,https://img.pokemondb.net/artwork/large/volbeat.jpg
3140,Illumise-Illumise,Bug,-,/pokedex/illumise,Firefly Pokémon,0.6,17.7,Oblivious,Tinted Lens,Prankster,150,151,Fluctuating,0% male,100% female,Bug,Human-Like,15,65,47,75,73,85,85,430,https://img.pokemondb.net/artwork/large/illumise.jpg
3150,Roselia-Roselia,Grass,Poison,/pokedex/roselia,Thorn Pokémon,0.3,2.0,Natural Cure,Poison Point,Leaf Guard,150,140,Medium Slow,50% male,50% female,Fairy,Grass,20,50,60,45,100,80,65,400,https://img.pokemondb.net/artwork/large/roselia.jpg
3160,Gulpin-Gulpin,Poison,-,/pokedex/gulpin,Stomach Pokémon,0.4,10.3,Liquid Ooze,Sticky Hold,Gluttony,225,60,Fluctuating,50% male,50% female,Amorphous,—,20,70,43,53,43,53,40,302,https://img.pokemondb.net/artwork/large/gulpin.jpg
3170,Swalot-Swalot,Poison,-,/pokedex/swalot,Poison Bag Pokémon,1.7,80.0,Liquid Ooze,Sticky Hold,Gluttony,75,163,Fluctuating,50% male,50% female,Amorphous,—,20,100,73,83,73,83,55,467,https://img.pokemondb.net/artwork/large/swalot.jpg
3180,Carvanha-Carvanha,Water,Dark,/pokedex/carvanha,Savage Pokémon,0.8,20.8,Rough Skin,-,Speed Boost,225,61,Slow,50% male,50% female,Water 2,—,20,45,90,20,65,20,65,305,https://img.pokemondb.net/artwork/large/carvanha.jpg
3190,Sharpedo-Sharpedo,Water,Dark,/pokedex/sharpedo,Brutal Pokémon,1.8,88.8,Rough Skin,-,Speed Boost,60,161,Slow,50% male,50% female,Water 2,—,20,70,120,40,95,40,95,460,https://img.pokemondb.net/artwork/large/sharpedo.jpg
3191,Sharpedo-Mega Sharpedo,Water,Dark,/pokedex/sharpedo,Brutal Pokémon,2.5,130.3,Strong Jaw,-,-,60,196,Slow,50% male,50% female,Water 2,—,20,70,140,70,110,65,105,560,https://img.pokemondb.net/artwork/large/sharpedo-mega.jpg
3200,Wailmer-Wailmer,Water,-,/pokedex/wailmer,Ball Whale Pokémon,2.0,130.0,Water Veil,Oblivious,Pressure,125,80,Fluctuating,50% male,50% female,Field,Water 2,40,130,70,35,70,35,60,400,https://img.pokemondb.net/artwork/large/wailmer.jpg
3210,Wailord-Wailord,Water,-,/pokedex/wailord,Float Whale Pokémon,14.5,398.0,Water Veil,Oblivious,Pressure,60,175,Fluctuating,50% male,50% female,Field,Water 2,40,170,90,45,90,45,60,500,https://img.pokemondb.net/artwork/large/wailord.jpg
3220,Numel-Numel,Fire,Ground,/pokedex/numel,Numb Pokémon,0.7,24.0,Oblivious,Simple,Own Tempo,255,61,Medium Fast,50% male,50% female,Field,—,20,60,60,40,65,45,35,305,https://img.pokemondb.net/artwork/large/numel.jpg
3230,Camerupt-Camerupt,Fire,Ground,/pokedex/camerupt,Eruption Pokémon,1.9,220.0,Magma Armor,Solid Rock,Anger Point,150,161,Medium Fast,50% male,50% female,Field,—,20,70,100,70,105,75,40,460,https://img.pokemondb.net/artwork/large/camerupt.jpg
3231,Camerupt-Mega Camerupt,Fire,Ground,/pokedex/camerupt,Eruption Pokémon,2.5,320.5,Sheer Force,-,-,150,196,Medium Fast,50% male,50% female,Field,—,20,70,120,100,145,105,20,560,https://img.pokemondb.net/artwork/large/camerupt-mega.jpg
3240,Torkoal-Torkoal,Fire,-,/pokedex/torkoal,Coal Pokémon,0.5,80.4,White Smoke,Drought,Shell Armor,90,165,Medium Fast,50% male,50% female,Field,—,20,70,85,140,85,70,20,470,https://img.pokemondb.net/artwork/large/torkoal.jpg
3250,Spoink-Spoink,Psychic,-,/pokedex/spoink,Bounce Pokémon,0.7,30.6,Thick Fat,Own Tempo,Gluttony,255,66,Fast,50% male,50% female,Field,—,20,60,25,35,70,80,60,330,https://img.pokemondb.net/artwork/large/spoink.jpg
3260,Grumpig-Grumpig,Psychic,-,/pokedex/grumpig,Manipulate Pokémon,0.9,71.5,Thick Fat,Own Tempo,Gluttony,60,165,Fast,50% male,50% female,Field,—,20,80,45,65,90,110,80,470,https://img.pokemondb.net/artwork/large/grumpig.jpg
3270,Spinda-Spinda,Normal,-,/pokedex/spinda,Spot Panda Pokémon,1.1,5.0,Own Tempo,Tangled Feet,Contrary,255,126,Fast,50% male,50% female,Field,Human-Like,15,60,60,60,60,60,60,360,https://img.pokemondb.net/artwork/large/spinda.jpg
3280,Trapinch-Trapinch,Ground,-,/pokedex/trapinch,Ant Pit Pokémon,0.7,15.0,Hyper Cutter,Arena Trap,Sheer Force,255,58,Medium Slow,50% male,50% female,Bug,Dragon,20,45,100,45,45,45,10,290,https://img.pokemondb.net/artwork/large/trapinch.jpg
3290,Vibrava-Vibrava,Ground,Dragon,/pokedex/vibrava,Vibration Pokémon,1.1,15.3,Levitate,-,-,120,119,Medium Slow,50% male,50% female,Bug,Dragon,20,50,70,50,50,50,70,340,https://img.pokemondb.net/artwork/large/vibrava.jpg
3300,Flygon-Flygon,Ground,Dragon,/pokedex/flygon,Mystic Pokémon,2.0,82.0,Levitate,-,-,45,234,Medium Slow,50% male,50% female,Bug,Dragon,20,80,100,80,80,80,100,520,https://img.pokemondb.net/artwork/large/flygon.jpg
3310,Cacnea-Cacnea,Grass,-,/pokedex/cacnea,Cactus Pokémon,0.4,51.3,Sand Veil,-,Water Absorb,190,67,Medium Slow,50% male,50% female,Grass,Human-Like,20,50,85,40,85,40,35,335,https://img.pokemondb.net/artwork/large/cacnea.jpg
3320,Cacturne-Cacturne,Grass,Dark,/pokedex/cacturne,Scarecrow Pokémon,1.3,77.4,Sand Veil,-,Water Absorb,60,166,Medium Slow,50% male,50% female,Grass,Human-Like,20,70,115,60,115,60,55,475,https://img.pokemondb.net/artwork/large/cacturne.jpg
3330,Swablu-Swablu,Normal,Flying,/pokedex/swablu,Cotton Bird Pokémon,0.4,1.2,Natural Cure,-,Cloud Nine,255,62,Erratic,50% male,50% female,Dragon,Flying,20,45,40,60,40,75,50,310,https://img.pokemondb.net/artwork/large/swablu.jpg
3340,Altaria-Altaria,Dragon,Flying,/pokedex/altaria,Humming Pokémon,1.1,20.6,Natural Cure,-,Cloud Nine,45,172,Erratic,50% male,50% female,Dragon,Flying,20,75,70,90,70,105,80,490,https://img.pokemondb.net/artwork/large/altaria.jpg
3341,Altaria-Mega Altaria,Dragon,Flying,/pokedex/altaria,Humming Pokémon,1.5,20.6,Pixilate,-,-,45,207,Erratic,50% male,50% female,Dragon,Flying,20,75,110,110,110,105,80,590,https://img.pokemondb.net/artwork/large/altaria-mega.jpg
3350,Zangoose-Zangoose,Normal,-,/pokedex/zangoose,Cat Ferret Pokémon,1.3,40.3,Immunity,-,Toxic Boost,90,160,Erratic,50% male,50% female,Field,—,20,73,115,60,60,60,90,458,https://img.pokemondb.net/artwork/large/zangoose.jpg
3360,Seviper-Seviper,Poison,-,/pokedex/seviper,Fang Snake Pokémon,2.7,52.5,Shed Skin,-,Infiltrator,90,160,Fluctuating,50% male,50% female,Dragon,Field,20,73,100,60,100,60,65,458,https://img.pokemondb.net/artwork/large/seviper.jpg
3370,Lunatone-Lunatone,Rock,Psychic,/pokedex/lunatone,Meteorite Pokémon,1.0,168.0,Levitate,-,-,45,161,Fast,Genderless,Genderless,Mineral,—,25,90,55,65,95,85,70,460,https://img.pokemondb.net/artwork/large/lunatone.jpg
3380,Solrock-Solrock,Rock,Psychic,/pokedex/solrock,Meteorite Pokémon,1.2,154.0,Levitate,-,-,45,161,Fast,Genderless,Genderless,Mineral,—,25,90,95,85,55,65,70,460,https://img.pokemondb.net/artwork/large/solrock.jpg
3390,Barboach-Barboach,Water,Ground,/pokedex/barboach,Whiskers Pokémon,0.4,1.9,Oblivious,Anticipation,Hydration,190,58,Medium Fast,50% male,50% female,Water 2,—,20,50,48,43,46,41,60,288,https://img.pokemondb.net/artwork/large/barboach.jpg
3400,Whiscash-Whiscash,Water,Ground,/pokedex/whiscash,Whiskers Pokémon,0.9,23.6,Oblivious,Anticipation,Hydration,75,164,Medium Fast,50% male,50% female,Water 2,—,20,110,78,73,76,71,60,468,https://img.pokemondb.net/artwork/large/whiscash.jpg
3410,Corphish-Corphish,Water,-,/pokedex/corphish,Ruffian Pokémon,0.6,11.5,Hyper Cutter,Shell Armor,Adaptability,205,62,Fluctuating,50% male,50% female,Water 1,Water 3,15,43,80,65,50,35,35,308,https://img.pokemondb.net/artwork/large/corphish.jpg
3420,Crawdaunt-Crawdaunt,Water,Dark,/pokedex/crawdaunt,Rogue Pokémon,1.1,32.8,Hyper Cutter,Shell Armor,Adaptability,155,164,Fluctuating,50% male,50% female,Water 1,Water 3,15,63,120,85,90,55,55,468,https://img.pokemondb.net/artwork/large/crawdaunt.jpg
3430,Baltoy-Baltoy,Ground,Psychic,/pokedex/baltoy,Clay Doll Pokémon,0.5,21.5,Levitate,-,-,255,60,Medium Fast,Genderless,Genderless,Mineral,—,20,40,40,55,40,70,55,300,https://img.pokemondb.net/artwork/large/baltoy.jpg
3440,Claydol-Claydol,Ground,Psychic,/pokedex/claydol,Clay Doll Pokémon,1.5,108.0,Levitate,-,-,90,175,Medium Fast,Genderless,Genderless,Mineral,—,20,60,70,105,70,120,75,500,https://img.pokemondb.net/artwork/large/claydol.jpg
3450,Lileep-Lileep,Rock,Grass,/pokedex/lileep,Sea Lily Pokémon,1.0,23.8,Suction Cups,-,Storm Drain,45,71,Erratic,87.5% male,12.5% female,Water 3,—,30,66,41,77,61,87,23,355,https://img.pokemondb.net/artwork/large/lileep.jpg
3460,Cradily-Cradily,Rock,Grass,/pokedex/cradily,Barnacle Pokémon,1.5,60.4,Suction Cups,-,Storm Drain,45,173,Erratic,87.5% male,12.5% female,Water 3,—,30,86,81,97,81,107,43,495,https://img.pokemondb.net/artwork/large/cradily.jpg
3470,Anorith-Anorith,Rock,Bug,/pokedex/anorith,Old Shrimp Pokémon,0.7,12.5,Battle Armor,-,Swift Swim,45,71,Erratic,87.5% male,12.5% female,Water 3,—,30,45,95,50,40,50,75,355,https://img.pokemondb.net/artwork/large/anorith.jpg
3480,Armaldo-Armaldo,Rock,Bug,/pokedex/armaldo,Plate Pokémon,1.5,68.2,Battle Armor,-,Swift Swim,45,173,Erratic,87.5% male,12.5% female,Water 3,—,30,75,125,100,70,80,45,495,https://img.pokemondb.net/artwork/large/armaldo.jpg
3490,Feebas-Feebas,Water,-,/pokedex/feebas,Fish Pokémon,0.6,7.4,Swift Swim,Oblivious,Adaptability,255,40,Erratic,50% male,50% female,Dragon,Water 1,20,20,15,20,10,55,80,200,https://img.pokemondb.net/artwork/large/feebas.jpg
3500,Milotic-Milotic,Water,-,/pokedex/milotic,Tender Pokémon,6.2,162.0,Marvel Scale,Competitive,Cute Charm,60,189,Erratic,50% male,50% female,Dragon,Water 1,20,95,60,79,100,125,81,540,https://img.pokemondb.net/artwork/large/milotic.jpg
3510,Castform-Castform,Normal,-,/pokedex/castform,Weather Pokémon,0.3,0.8,Forecast,-,-,45,147,Medium Fast,50% male,50% female,Amorphous,Fairy,25,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/large/castform.jpg
3511,Castform-Sunny Form,Normal,-,/pokedex/castform,Weather Pokémon,0.3,0.8,Forecast,-,-,45,147,Medium Fast,50% male,50% female,Amorphous,Fairy,25,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-sunny.png
3512,Castform-Rainy Form,Normal,-,/pokedex/castform,Weather Pokémon,0.3,0.8,Forecast,-,-,45,147,Medium Fast,50% male,50% female,Amorphous,Fairy,25,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-rainy.png
3513,Castform-Snowy Form,Normal,-,/pokedex/castform,Weather Pokémon,0.3,0.8,Forecast,-,-,45,147,Medium Fast,50% male,50% female,Amorphous,Fairy,25,70,70,70,70,70,70,420,https://img.pokemondb.net/artwork/vector/castform-snowy.png
3520,Kecleon-Kecleon,Normal,-,/pokedex/kecleon,Color Swap Pokémon,1.0,22.0,Color Change,-,Protean,200,154,Medium Slow,50% male,50% female,Field,—,20,60,90,70,60,120,40,440,https://img.pokemondb.net/artwork/large/kecleon.jpg
3530,Shuppet-Shuppet,Ghost,-,/pokedex/shuppet,Puppet Pokémon,0.6,2.3,Insomnia,Frisk,Cursed Body,225,59,Fast,50% male,50% female,Amorphous,—,25,44,75,35,63,33,45,295,https://img.pokemondb.net/artwork/large/shuppet.jpg
3540,Banette-Banette,Ghost,-,/pokedex/banette,Marionette Pokémon,1.1,12.5,Insomnia,Frisk,Cursed Body,45,159,Fast,50% male,50% female,Amorphous,—,25,64,115,65,83,63,65,455,https://img.pokemondb.net/artwork/large/banette.jpg
3541,Banette-Mega Banette,Ghost,-,/pokedex/banette,Marionette Pokémon,1.2,13.0,Prankster,-,-,45,194,Fast,50% male,50% female,Amorphous,—,25,64,165,75,93,83,75,555,https://img.pokemondb.net/artwork/large/banette-mega.jpg
3550,Duskull-Duskull,Ghost,-,/pokedex/duskull,Requiem Pokémon,0.8,15.0,Levitate,-,Frisk,190,59,Fast,50% male,50% female,Amorphous,—,25,20,40,90,30,90,25,295,https://img.pokemondb.net/artwork/large/duskull.jpg
3560,Dusclops-Dusclops,Ghost,-,/pokedex/dusclops,Beckon Pokémon,1.6,30.6,Pressure,-,Frisk,90,159,Fast,50% male,50% female,Amorphous,—,25,40,70,130,60,130,25,455,https://img.pokemondb.net/artwork/large/dusclops.jpg
3570,Tropius-Tropius,Grass,Flying,/pokedex/tropius,Fruit Pokémon,2.0,100.0,Chlorophyll,Solar Power,Harvest,200,161,Slow,50% male,50% female,Grass,Monster,25,99,68,83,72,87,51,460,https://img.pokemondb.net/artwork/large/tropius.jpg
3580,Chimecho-Chimecho,Psychic,-,/pokedex/chimecho,Wind Chime Pokémon,0.6,1.0,Levitate,-,-,45,159,Fast,50% male,50% female,Amorphous,—,25,75,50,80,95,90,65,455,https://img.pokemondb.net/artwork/large/chimecho.jpg
3590,Absol-Absol,Dark,-,/pokedex/absol,Disaster Pokémon,1.2,47.0,Pressure,Super Luck,Justified,30,163,Medium Slow,50% male,50% female,Field,—,25,65,130,60,75,60,75,465,https://img.pokemondb.net/artwork/large/absol.jpg
3591,Absol-Mega Absol,Dark,-,/pokedex/absol,Disaster Pokémon,1.2,49.0,Magic Bounce,-,-,30,198,Medium Slow,50% male,50% female,Field,—,25,65,150,60,115,60,115,565,https://img.pokemondb.net/artwork/large/absol-mega.jpg
3600,Wynaut-Wynaut,Psychic,-,/pokedex/wynaut,Bright Pokémon,0.6,14.0,Shadow Tag,-,Telepathy,125,52,Medium Fast,50% male,50% female,Undiscovered,—,20,95,23,48,23,48,23,260,https://img.pokemondb.net/artwork/large/wynaut.jpg
3610,Snorunt-Snorunt,Ice,-,/pokedex/snorunt,Snow Hat Pokémon,0.7,16.8,Inner Focus,Ice Body,Moody,190,60,Medium Fast,50% male,50% female,Fairy,Mineral,20,50,50,50,50,50,50,300,https://img.pokemondb.net/artwork/large/snorunt.jpg
3620,Glalie-Glalie,Ice,-,/pokedex/glalie,Face Pokémon,1.5,256.5,Inner Focus,Ice Body,Moody,75,168,Medium Fast,50% male,50% female,Fairy,Mineral,20,80,80,80,80,80,80,480,https://img.pokemondb.net/artwork/large/glalie.jpg
3621,Glalie-Mega Glalie,Ice,-,/pokedex/glalie,Face Pokémon,2.1,350.2,Refrigerate,-,-,75,203,Medium Fast,50% male,50% female,Fairy,Mineral,20,80,120,80,120,80,100,580,https://img.pokemondb.net/artwork/large/glalie-mega.jpg
3630,Spheal-Spheal,Ice,Water,/pokedex/spheal,Clap Pokémon,0.8,39.5,Thick Fat,Ice Body,Oblivious,255,58,Medium Slow,50% male,50% female,Field,Water 1,20,70,40,50,55,50,25,290,https://img.pokemondb.net/artwork/large/spheal.jpg
3640,Sealeo-Sealeo,Ice,Water,/pokedex/sealeo,Ball Roll Pokémon,1.1,87.6,Thick Fat,Ice Body,Oblivious,120,144,Medium Slow,50% male,50% female,Field,Water 1,20,90,60,70,75,70,45,410,https://img.pokemondb.net/artwork/large/sealeo.jpg
3650,Walrein-Walrein,Ice,Water,/pokedex/walrein,Ice Break Pokémon,1.4,150.6,Thick Fat,Ice Body,Oblivious,45,239,Medium Slow,50% male,50% female,Field,Water 1,20,110,80,90,95,90,65,530,https://img.pokemondb.net/artwork/large/walrein.jpg
3660,Clamperl-Clamperl,Water,-,/pokedex/clamperl,Bivalve Pokémon,0.4,52.5,Shell Armor,-,Rattled,255,69,Erratic,50% male,50% female,Water 1,—,20,35,64,85,74,55,32,345,https://img.pokemondb.net/artwork/large/clamperl.jpg
3670,Huntail-Huntail,Water,-,/pokedex/huntail,Deep Sea Pokémon,1.7,27.0,Swift Swim,-,Water Veil,60,170,Erratic,50% male,50% female,Water 1,—,20,55,104,105,94,75,52,485,https://img.pokemondb.net/artwork/large/huntail.jpg
3680,Gorebyss-Gorebyss,Water,-,/pokedex/gorebyss,South Sea Pokémon,1.8,22.6,Swift Swim,-,Hydration,60,170,Erratic,50% male,50% female,Water 1,—,20,55,84,105,114,75,52,485,https://img.pokemondb.net/artwork/large/gorebyss.jpg
3690,Relicanth-Relicanth,Water,Rock,/pokedex/relicanth,Longevity Pokémon,1.0,23.4,Swift Swim,Rock Head,Sturdy,25,170,Slow,87.5% male,12.5% female,Water 1,Water 2,40,100,90,130,45,65,55,485,https://img.pokemondb.net/artwork/large/relicanth.jpg
3700,Luvdisc-Luvdisc,Water,-,/pokedex/luvdisc,Rendezvous Pokémon,0.6,8.7,Swift Swim,-,Hydration,225,116,Fast,25% male,75% female,Water 2,—,20,43,30,55,40,65,97,330,https://img.pokemondb.net/artwork/large/luvdisc.jpg
3710,Bagon-Bagon,Dragon,-,/pokedex/bagon,Rock Head Pokémon,0.6,42.1,Rock Head,-,Sheer Force,45,60,Slow,50% male,50% female,Dragon,—,40,45,75,60,40,30,50,300,https://img.pokemondb.net/artwork/large/bagon.jpg
3720,Shelgon-Shelgon,Dragon,-,/pokedex/shelgon,Endurance Pokémon,1.1,110.5,Rock Head,-,Overcoat,45,147,Slow,50% male,50% female,Dragon,—,40,65,95,100,60,50,50,420,https://img.pokemondb.net/artwork/large/shelgon.jpg
3730,Salamence-Salamence,Dragon,Flying,/pokedex/salamence,Dragon Pokémon,1.5,102.6,Intimidate,-,Moxie,45,270,Slow,50% male,50% female,Dragon,—,40,95,135,80,110,80,100,600,https://img.pokemondb.net/artwork/large/salamence.jpg
